,0
1296,b'it' b'impossible' b'to' b'be' b'and' b'hateful' b'of' b'someones' b'skin' b'color' b'or' b'social' b'status' b'or' b'gender' b'and' b'believe'
1297,b'reject'
1298,b'user' b'is' b'whiter' b'than' b'kevin'
1299,"b'user' b'racism' b'at' b'home' b'and' b'anti-' b'advice' b'for' b'others:' b""we're"" b'good' b'at'"
1300,"b'silveragatka:' b'had' b'to' b'screenshot' b'&amp;' b'share' b'these' b'snaps' b'from' b'michaelacoel' b""it's"" b'an' b'impoant'"
1301,b'#priyankachopra' b'was' b'subjected' b'to' b'and' b'she' b'fought' b'back'
1302,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
1303,b'the' b'latest' b'the' b'eu' b'#tweet' b'daily!' b'thanks' b'to'
1304,b'user' b'you' b'might' b'be' b'a' b'libtard'
1305,b'user' b'#allahsoil' b'hitler' b'fought' b'the' b'battle' b'for' b'noh' b'africa' b'over' b'access' b'to' b'oil.'
1306,"b'user' b""that's"" b'because' b'#hate' b'#bigotry' b'and' b'#greed' b'is' b'the' b'new' b'#religion'"
1307,"b'i' b'wish' b'you' b'&amp;' b'your' b'family' b'a' b'very' b'#happynewyear' b""let's"" b'work' b'together' b'to' b'remove' b'#povey' b'#xenophobia' b'#genderinequality' b'from' b'the'"
1308,b'sexy' b'cora' b'porn' b'black' b'girl'
1309,"b'if' b'you' b'are' b'#hispanic' b'#black' b'#asian' b'a' b'non-racist' b'white,' b'other' b'minority' b""don't"" b'serve' b'in' b'military' b'while' b'in'"
1310,b'sea' b'shepherd' b'suppoers' b'are'
1311,"b'user' b'sad' b'that' b'there' b'is' b'so' b'much' b'hatred' b'towards' b'jews' b'in' b'eu' b'&amp;' b'xians' b'in' b'me.' b'remember' b'xians' b'of' b'kenya,'"
1312,b'most' b'recent' b'criminal' b'negligence' b'by' b'authorities' b'in' b'health' b'&amp;' b'detention' b'staff' b'caused' b'death' b'of' b'#msdhu' b'&amp;' b'#faisal.'
1313,"b'is' b'#verizon' b'being' b'or' b'what?' b'having' b'the' b""men's"" b'moto' b'360' b'on' b'sale' b'user' b'and' b'not' b'the' b""women's"""
1314,b'user' b'i' b'hate' b'you' b'with' b'all' b'of' b'my'
1315,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'on' b'you?'
1316,b'black' b'upenn' b'freshmen' b'added' b'to' b'racist' b'social' b'media' b'account' b'with' b'\xc3\xa2\xc2\x80\xc2\x98daily' b'lynching\xc3\xa2\xc2\x80\xc2\x99'
1317,b'user' b'user' b'is' b'this' b'what' b'your' b'university' b'stands'
1318,b'hot' b'new' b'release!' b'swiftly' b'sharpens' b'the'
1319,b'user' b'user' b'user' b'user' b'user' b'why' b'would' b'i' b'take' b'down' b'my' b'avitar??' b'why' b'are' b'you' b'projecting' b'#hate' b'n'
1320,"b'user' b'no' b'joke!' b""i'm"" b'tired' b'of' b'#celebrities' b'acting' b'like' b""i'm"" b'#threatened' b'by' b'them' b'leaving.' b'also' b""they're"" b'too' b'to' b'move'"
1321,"b'you' b'see' b'the' b'driver' b'&amp;' b'i' b""we're"" b'talking' b'about' b'africans' b'who' b'speak' b'english' b'fluently' b'but' b'this' b'#moron' b'who' b'just' b'got' b'on'"
1322,"b'user' b'user' b'of' b'course,' b'a' b'person' b'would' b'have' b'to' b'be' b'open' b'to' b'educating' b'self' b'about' b'systemic' b'/how' b'they' b'can' b'be'"
1323,b'spos' b'illustrated' b'girls' b'naked' b'sex'
1324,"b'user' b'when' b'you' b'say' b'you' b'make' b'mediocre' b'videos,' b""you're"" b'being' b'way' b'to' b'flattering.' b'why' b'so'"
1325,b'user' b'#allahsoil' b'it\xc3\xa2\xc2\x80\xc2\x99s' b'up' b'to' b'us' b'as' b'consumers' b'to' b'hold' b'the' b'media'
1326,b'quotes' b'about' b'women' b'kingfisher' b'girls'
1327,b'user' b'the' b'main' b'stream' b'news' b'media' b'like' b'user' b'was' b'busily' b'covering' b'a' b'small' b'hand' b'misogynist' b'to'
1328,b'user' b'dear' b'user' b'please' b'define' b'#systemicracism' b'and' b'#economicapaheid' b'what' b'do' b'you' b'and' b'or' b'#da' b'intend' b'to' b'do' b'to'
1329,b'#ifyousawinyouwhatisee' b'you' b'would' b'believe' b'the' b'accusations' b'regarding' b'your'
1330,b'user' b'user' b'user' b'only' b'a' b'racist' b'would' b'segregate' b'people' b'like' b'you'
1331,b'mixed' b'race' b'couples' b'still' b'face' b'in'
1332,b'user' b'the' b'kind' b'of' b'we' b'can' b'expect' b'in' b'#trump'
1333,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1334,"b'wish' b'i' b'was' b'black' b',' b'i' b'could' b'have' b'lots' b'of' b'feminists' b'shut' b'down' b'for'"
1335,"b'you' b'are' b'invited,' b'you' b'can' b'help.700+' b'actions' b'for' b'#peace' b'#povey' b'sept'"
1336,"b'user' b'#allahsoil' b'like' b'all' b'religions,' b'islam' b'can' b'be' b'a' b'strong' b'unifying'"
1337,b'white' b'girl' b'has' b'sex' b'with' b'black' b'guy' b'best' b'world'
1338,"b'user' b'user' b'user' b'so' b'what.' b'jewish,' b'kwanza,' b'jehovas'"
1339,b'user' b'commercial' b'showing' b'inter-racial' b'couple' b'attacked' b'by' b'user' b'#amerikkka'
1340,"b'this' b'is' b'how' b'morgan' b'freeman' b'responded' b'when' b'asked' b""'how"" b'do' b'solve'"
1341,"b'so' b'sick' b'of' b'all' b'the' b'pre-programmed' b'#hillbots' b'rhetoric!' b'enough,' b'already!!' b'how' b'about' b'unity,' b'patriotism' b'and' b'love' b'for'"
1342,b'just' b'saying' b'they' b'would' b'have' b'let' b'a' b'guy' b'fall' b'to' b'the' b'ground' b'and' b'get' b'wailed' b'on' b'for' b'10' b'seconds' b'before' b'calling' b'the' b'fight'
1343,b'user' b'#lanasprayberry' b'should' b'be' b'fired' b'if' b'she' b'thinks' b'choking' b'a' b'child' b'and' b'the' b'wrongful' b'arrest' b'of' b'the' b'parent' b'is'
1344,"b'#cnn' b'calls' b'#michigan' b'middle' b'school' b""'build"" b'the' b""wall'"" b'chant'"
1345,b'save' b'the' b'date!' b'1-4-2017' b'sourcenation!' b'live' b'wed' b'8' b'#thependulum'
1346,b'user' b'you' b'might' b'be' b'a' b'libtard'
1347,b'prolapsed' b'pussy' b'and'
1348,"b'user' b'men' b""don't"" b'think' b'#misogyny' b'is' b'an' b'issue' b'the' b'way' b'white' b'people' b""don't"" b'think' b'is' b'an' b'issue.' b'try' b'listening'"
1349,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1350,b'if' b'you' b'think' b'about' b'it' b'you' b'are' b'the' b'one' b'\xc3\xb0\xc2\x9f\xc2\xa4\xc2\xa3\xc3\xb0\xc2\x9f\xc2\x98\xc2\x9b' b'we' b'love'
1351,b'girls' b'in' b'the' b'world' b'natt' b'chanapa' b'nu' b'sex'
1352,b'user' b'user' b'it' b'and' b'expose' b'me.' b'do' b'it..' b'you' b'mean' b'nothing' b'to' b'me.' b'expose' b'me' b'as' b'the' b'racist' b'you' b'say' b'i' b'am.' b'i' b'am'
1353,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1354,b'this' b'is' b'the' b'type' b'of' b'trash' b'trump' b'and' b'paladino'
1355,b'keep' b'these' b'conversations' b'going' b'at' b'school' b'and' b'home.' b'we' b'need' b'to' b'create' b'the' b'space' b'and' b'time' b'and' b'commit' b'to' b'help'
1356,b'user' b'user' b'user' b'you' b'mean' b'this'
1357,b'user' b'your' b'fall' b'is' b'going' b'to' b'be' b'a' b'thing' b'of'
1358,b'trump' b'campaign' b'official' b'wants' b'michelle' b'obama' b'to' b'be' b'\xc3\xa2\xc2\x80\xc2\x98let' b'loose\xc3\xa2\xc2\x80\xc2\x99' b'to' b'live' b'with' b'african'
1359,"b'user' b'#2016' b'review' b'by' b'user' b'shows' b""church's"" b'response' b'to' b'#immigration,' b',' b'politics' b'&amp;'"
1360,b'user' b'oh' b'my' b'god'
1361,"b'user' b'ppl' b'wait' b'for' b'10' b'hrs' b'user' b'airpo,' b'miss' b'connecting' b'flights,' b'put' b'them' b'on' b'flights' b'24' b'hrs' b'later,'"
1362,"b'user' b'\xc3\xa2\xc2\x9d\xc2\x87' b""it's"" b'vital' b'to' b'address' b""porn's"" b'influence' b'when' b'discussing' b',' b'sexual' b'abuse,' b'and' b'demeaning' b'language' b'about' b'women.'"
1363,"b'stop' b'lying' b'about' b""#keithellison's"" b'11' b'years' b'with' b'an' b'anti-semitic' b'hate'"
1364,b'user' b'homicides' b'rose' b'in' b'most' b'big' b'cities' b'this' b'year' b'-' b'the' b'wall' b'street'
1365,b'user' b'&amp;' b'the' b'#democraticpay' b'keeps' b'telling' b'me' b'that' b'#blm' b'but' b'i' b'see' b'#chicago' b'#detroit' b'&amp;' b'every' b'other' b'#innercity'
1366,"b'ohio' b'trump' b'campaign' b'chair' b'kathy' b'miller' b'should' b'have' b'said' b'""i' b""didn't"" b'have' b'to' b'hear' b'about'"
1367,"b""it's"" b'already' b'happening' b'user' b'user' b'has' b'given' b'#russia' b'more' b'reasons' b'to' b'be'"
1368,"b'ed' b'op:' b'not' b'being' b""'a"" b""racist'"" b""isn't"" b'enough' b'-' b""here's"""
1369,"b'user' b'#allahsoil' b'most' b'deaths' b'caused' b'by' b'islamic' b'extremism' b'occur' b'in' b'civil' b'wars,' b'not' b'terror' b'attacks.'"
1370,b'user' b'user' b'user' b'lolol' b'user' b'not' b'a' b'leb' b'either!'
1371,b'the' b'racist' b'truth' b'about' b'canadian'
1372,"b'user' b'u' b'lose' b'ur' b'right' b'2' b'call' b'others' b'""racist""' b'after' b'a' b'tweet' b'like' b'this.' b'what' b'a'"
1373,"b'user' b'user' b'you' b'stupid' b""mf's"" b'who' b'discredit' b'white' b'privilege;' b'this' b'is' b'it' b'dummies!' b'no' b'texas' b'law' b'allows' b'choking'"
1374,"b'user' b'w/' b'props,' b'#jesus' b'was' b'not' b'#black' b'nor' b'was' b'he' b'white.' b'those' b'who' b'promote' b'the' b'#hateful' b'#biggotry' b'need' b'to' b'be' b'called' b'vile'"
1375,b'great' b'country:' b'#australia' b'and' b'#israel'
1376,"b'user' b'jews,' b'christians' b'and' b'muslims' b'all' b'believe' b'that' b'good' b'will'"
1377,"b'1.' b'black' b""can't"" b'be' b'racist' b'2.' b'have' b'seen' b'how' b'a' b'white' b'woman' b'acts' b'when' b'she' b""doesn't"" b'get' b'her' b'way?' b""it's"" b'a' b'perfect'"
1378,"b'sexist' b'slant' b'in' b'media' b'representation' b'of' b'women' b""'needs"" b'to'"
1379,b'reject' b'news' b'-' b'my' b'latest' b'#amwriting' b'aicle' b'on'
1380,b'a' b'reson' b'why' b'so' b'many' b'muslims' b'might'
1381,b'user' b'user' b'user' b'says' b'a' b'president' b'elect' b'that' b'calls' b'americans'
1382,"b'#thanks' b'to' b'all' b'those' b'#dead' b'#white' b'#dudes' b'from' b'#europe.' b""ain't"" b'a' b'#nigga' b'in' b'da' b'#list.'"
1383,b'we' b'live' b'in' b'a' b'country' b'where' b'many' b'think' b'this' b'first' b'lady' b'is' b'less' b'vulgar' b'than' b'a' b'black' b'first'
1384,b'the' b'latest' b'the' b'cognizant' b'blogger!' b'thanks' b'to' b'user' b'user'
1385,b'this' b'basically' b'sums' b'up' b'what' b'#brexit'
1386,"b'user' b'user' b'you' b'have' b'no' b'balls,' b'lumpy.' b'my' b'girl' b'was' b'spot' b'on.' b'lumpy' b'tony' b'says' b'i' b'am' b'a' b'.' b'prove' b'it' b'lumpy.'"
1387,b'user' b'user' b'so' b'wonderful' b'to' b'see' b'an' b'intelligent' b'woman' b'stand' b'her' b'ground' b'against' b'a' b'condescending'
1388,"b'user' b'""all' b'bodies' b'are'"
1389,b'white' b'nationalist' b'leader' b'reveals' b'5' b'of' b'his' b'most' b'horrifying' b'hopes' b'for' b'#america' b'#usa' b'#haters'
1390,b'#trump' b'ally' b'wishes' b'mad' b'cow' b'disease' b'death' b'for' b'#obama' b'-'
1391,"b'user' b'did' b'you' b'ever' b'think' b'we' b'call' b'him' b'names' b'because' b""it's"""
1392,b'user' b'#flashbackfriday' b'racist' b'democrats' b'falsely' b'accuse' b'latina' b'nominee' b'&amp;' b'raid' b'her' b'business' b'just' b'to' b'embarrass' b'gop' b'prez'
1393,"b'user' b'after' b'trump,' b'is' b'the' b'media' b'normalizing' b'the' b'#kkk?' b'|'"
1394,b'the' b'immature' b'user' b'is' b'just' b'trying' b'to' b'make' b'a' b'fool' b'of'
1395,b'user' b'so' b'had' b'the' b'right' b'idea' b'in' b'how' b'to' b'deal' b'with'
1396,"b'user' b'in' b'#pueorico,' b'#environmental' b'injustice' b'and' b'inflame' b'protests' b'over' b'#coal' b'ash:'"
1397,"b""#carlpaladino's"" b'comments' b'about' b'the' b'obamas' b'make' b'him' b'a' b'late' b'contender' b'for' b'the' b'most' b'loathsome' b'character' b'of'"
1398,"b'user' b'so' b'i' b'guess' b'that' b'white' b'women' b""aren't"" b'to' b'blame?' b'how' b'does' b'that' b'work' b'again??' b'user'"
1399,b'user' b'ouch' b'woow!' b'user' b'user' b'#sexy' b'user' b'user' b'user'
1400,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
1401,b'user' b'new' b'law' b'makes' b'it' b'acceptable' b'to' b'clip' b'racist' b'cab' b'drivers' b'round' b'the'
1402,"b'could' b'it' b'be' b'that' b'#systemicracism' b'is' b'impossible?' b'real' b'acts' b'of' b'racism' b'is' b'easier' b'to' b'stand' b'up' b'to' b'...unfounately,'"
1403,"b'in' b'the' b'case' b'of' b'the' b'commonwealth' b'of' b'the' b'internet' b'vs' b'user' b'the' b'evidence' b'proved' b'him' b'guilty' b'of' b'#antisemitism' b',' b','"
1404,b'user' b'stop'
1405,b'user' b'user' b'you' b'go'
1406,b'#mtv' b'went' b'#fullretard' b'on' b'video' b'#nzpol' b'#auspol' b'#merkel' b'#retard'
1407,b'user' b'video' b'shows' b'white' b'texas' b'cop' b'arresting' b'black' b'mother' b'who' b'repoed' b'assault' b'on' b'her'
1408,b'why' b'is' b'comedy' b'so' b'?' b'because' b'comedians'
1409,b'so' b'when' b'is' b'the' b'next' b'klan'
1410,b'the' b'pros' b'and' b'cons' b'of' b'marrying' b'an' b'irishman' b'omg!' b'a' b'sexist' b'aicle' b'on' b'men' b'&amp;' b'can' b'only' b'add' b'to'
1411,"b'user' b'i' b'repeat:' b'very' b'concept' b'of' b'#blackvote,' b'#hispanicvote,' b'#womenvote,' b'#malevote' b'(' b'to' b'only' b'talk' b'about' b'#womenvote?),'"
1412,b'user' b'fuck' b'you' b'you' b'#homophobic' b'#misogynistic' b'#xenophobic' b'#whitesupremacist' b'you' b'may' b'have' b'fooled' b'some' b'but' b'not' b'the'
1413,b'2nites' b'#church' b'service' b'look' b'user' b'back' b'of' b'ur' b'bible' b'4maps' b'where' b'biblical' b'events' b'took' b'place.' b'jesus' b'&amp;' b'his' b'disciples' b'r' b'ppl' b'of' b'color.'
1414,b'user' b'nick' b'cannon' b'speaks' b'out' b'against' b'the' b'systemic' b'of' b'user' b'via'
1415,b'please' b'repo' b'him!'
1416,"b'just' b'learned' b'that' b""there're"" b'men' b'who' b'find' b'breast' b'feeding' b'repulsive.' b'&amp;' b'some' b'of' b'those' b'are' b'fathers!' b'does' b'that' b'makes' b'any' b'sense'"
1417,"b'user' b'user' b'you' b'either' b'call' b'me' b'eyetalian' b'joke' b'on' b'my' b'nationality' b'or' b'#african' b'#ape?' b""you're"""
1418,b'user' b'your' b'comments' b'about' b'mrs.' b'obama' b'are' b'offensive' b'and' b'fuher' b'confirm' b'that' b'you' b'are' b'a' b'racist'
1419,b'you' b'might' b'be' b'a' b'libtard'
1420,b'user' b'delta' b'is' b'under' b'fire' b'after' b'youtube' b'prankster' b'is' b'removed' b'from' b'a' b'flight' b'for' b'speaking'
1421,"b'ending' b'2016' b'smoking' b'reefers,' b'going' b'crazy,' b'and' b'listening' b'to' b'negro' b'music.' b'eat' b'that,' b'mr'"
1422,b'user' b'awesome.' b'black' b'man' b'gets' b'kkk' b'members' b'to' b'disavow' b'by' b'befriending'
1423,b'boys' b'play' b'sex'
1424,"b'opinion:' b'is' b'rife' b'in' b'the' b'#lgbt' b'community.' b'#gay' b'people' b""can't"" b'demand' b'equality' b'while' b'discriminating'"
1425,b'you' b'all' b'look' b'like' b'6-year-olds' b'posting' b'dictionary' b'definitions' b'of' b'&amp;' b'acting' b'as' b'if' b'that' b'proved' b'some'
1426,b'porn' b'videos' b'free' b'nude' b'beach'
1427,"b'tyler' b'perry' b'says' b'backlash' b'over' b'his' b'tlc' b'show' b'is' b""'reverse"""
1428,b'you' b'might' b'be' b'a' b'libtard'
1429,"b'user' b'we' b'might' b'be' b'going' b'to' b'hell,' b'but' b""we're"" b'not' b'surprised'"
1430,b'#us' b'#msm' b'#barrackobama' b'#trump' b'vedic' b'astrology' b'predictions' b'2017' b'us' b'president' b'donald'
1431,b'user' b'user' b'user' b'because' b'trump' b'is' b'a' b'#fascist' b'&amp;' b'a' b'#bigot' b'#misogynist' b'#sexualpredator' b'all' b'proven' b'by' b'his'
1432,"b'user' b'f***' b'this' b'\xc3\xb0\xc2\x9f\xc2\x87\xc2\xa6\xc3\xb0\xc2\x9f\xc2\x87\xc2\xba' b'government' b'that' b'deliberately' b'toures' b'#refugees.' b'we' b'just' b'had' b'a' b'coronial' b'inquest' b'into' b""#hamid's"" b'death' b'&amp;'"
1433,b'user' b'go' b'fuck' b'yo' b'own' b'assholes' b'user' b'dumb' b'mafuckas!!!'
1434,"b'""the' b'reality' b'is' b'that' b'the' b'tech' b'industry' b'is' b'made' b'of' b'regular-ass'"
1435,b'why' b'is' b'4' b'whores' b'on' b'ring' b'of' b'fire'
1436,"b'user' b'#allahsoil' b'most' b'deaths' b'caused' b'by' b'islamic' b'extremism' b'occur' b'in' b'civil' b'wars,' b'not' b'terror'"
1437,"b'remember' b'this?' b'-' b'camber' b'sands' b'deaths' b'blamed' b'on' b""victims'"" b""'culture'"" b'by'"
1438,b'user' b'who' b'breathes' b'through' b'a' b'wave?' b'maybe' b'you' b'need'
1439,"b'user' b'a' b'#dystopian' b'tale' b'of' b',' b'#radicalisation' b'&amp;' b'#revenge' b'#preorder'"
1440,"b'i' b'work' b'in' b'the' b'#ellicottsquarebuilding' b'in' b'#buffalo' b'owned' b'by' b'garbage' b'person' b'#carlpaladino.' b""here's"" b'where' b'he'"
1441,"b'the' b'#nc' b'""monster' b'law""' b'made' b'by' b'republican' b'lawmakers' b'that' b'disenfranchised' b'black' b'voters' b'""with' b'near' b'surgical'"
1442,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1443,"b'17' b'crazy' b'things' b'women' b""couldn't"" b'do' b'in'"
1444,"b'#newyear' b""'wish"" b""list'"" b'of' b'cretin' b'#carlpaladino,election' b'co-chairman' b'of' b'#presidentelect' b'#trump' b'on'"
1445,b'user' b'you' b'areclueless' b'buddy' b'regarding' b'long' b'standing' b'american' b'policy.' b'you' b'comments' b'are' b'reflections' b'of' b'ignorance' b'and'
1446,b'user' b'user' b'ya' b'he' b'is' b'a' b'real'
1447,b'woman' b'gets' b'shagged' b'by' b'black' b'man' b'adult'
1448,"b'#scrutinize' b'#savor' b'&amp;' b'#dispose' b'#unbelievable' b'#chosen' b'#headlines' b'in' b""'revolution"" b'against' b'racism:'"
1449,b'user' b'how' b'to' b'defeat' b'ugly'
1450,"b'great' b'aicle' b'about' b'#finland,' b'#whiteness,'"
1451,b'user' b'user' b'user' b'user' b'typical' b'lying' b'#leftist!' b'thats' b'slander' b'of' b'a' b'grp!' b'#christians' b'dont' b'kill'
1452,b'user' b'#allahsoil' b'the' b'\xc3\xa2\xc2\x80\xc2\x9ccrusader\xc3\xa2\xc2\x80\xc2\x9d' b'west' b'vs.' b'\xc3\xa2\xc2\x80\xc2\x9cislamic' b'terrorism\xc3\xa2\xc2\x80\xc2\x9d' b'is' b'a' b'popular' b'sequel' b'to' b'capitalism' b'vs.'
1453,b'#us' b'ambassador' b'says' b'#zionism' b'is' b'form'
1454,"b'f***' b'this' b'\xc3\xb0\xc2\x9f\xc2\x87\xc2\xa6\xc3\xb0\xc2\x9f\xc2\x87\xc2\xba' b'government' b'that' b'deliberately' b'toures' b'#refugees.' b'we' b'just' b'had' b'a' b'coronial' b'inquest' b'into' b""#hamid's"" b'death' b'&amp;' b'business' b'as'"
1455,b'user' b'the' b'major' b'kind' b'of' b'that' b'people' b'aren\xc3\xa2\xc2\x80\xc2\x99t' b'talking' b'enough' b'about' b'via'
1456,b'why' b'did' b'user' b'kick' b'user' b'of' b'the' b'flight' b'because' b'he' b'spoke'
1457,b'while' b'#neonazi' b'and' b'#altright' b'attack' b'fellow' b'#americans' b'with' b'and' b'#hate' b'the' b'real' b'enemy' b'laughs' b'at' b'our'
1458,"b'user' b'there' b'is' b'no' b'way,' b'that' b'this,' b'this...' b'man' b'should' b'be' b'allowed' b'to' b'become' b'attorney'"
1459,b'alabama' b'victoria' b'secret' b'shoppers' b'face' b'racial' b'discrimination' b'(video)' b'#cwt...' b'via'
1460,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1461,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1462,b'chick' b'gets' b'fucked' b'c' b'thomas' b'howell'
1463,"b'user' b'#antiwhite' b'new' b'black' b'panthers' b'recently' b'in' b'#milwaukee' b'chant' b'""free' b'us' b'or' b'die' b'cracker""' b'&amp;' b'""f*ck' b'the'"
1464,"b'#allahsoil' b'jews,' b'christians' b'and' b'muslims' b'all' b'believe' b'that' b'good' b'will' b'prevail.' b'cnn' b'#bbc' b'#msnbc' b'#2017in3words'"
1465,b'who' b'pulled' b'his' b'chain??' b'#stoptalking' b'you'
1466,b'this' b'guy' b'is' b'a' b'lunatic.' b'an' b'angry....ignorant....and' b'vicious'
1467,b'user' b'fl' b'woman' b'screaming' b'racial' b'slurs' b'aims' b'gun\xc3\xa2\xc2\x80\xc2\x99s' b'laser' b'pointer' b'at' b'black' b'mcdonald\xc3\xa2\xc2\x80\xc2\x99s' b'customer'
1468,b'user' b'silence' b'betrays' b'the'
1469,"b'user' b'#msnbc' b'#cnn' b'#amjoy' b'joe' b'biden:' b""'i"" b'want' b'to' b""thank'"" b'trump' b'for' b'unmasking'"
1470,"b'user' b'#waitingf' b'#wildest' b'#cutest,' b'#takuyakimura' b'in' b'#highfashion' b'#brand' b'#cosmeticsbrand' b'#world_campaign' b'ad'"
1471,"b'user' b'2017' b'will' b'be' b'a' b'wonderful' b'year' b'if' b""you're"" b'a' b'craving' b'an' b'#authoritarian'"
1472,"b'obama' b'joins' b'the' b'jackals' b'\xc3\xb0\xc2\x9f\xc2\xa4\xc2\x94' b'ass' b'america' b'will' b'miss' b'obama,' b'when' b'they' b'realize' b'trump' b'will' b'do' b'nothing' b'for'"
1473,
1474,b'boob' b'camron' b'diaz' b'naked'
1475,"b'user' b'user' b'user' b'the' b'real' b'and' b'#antisemites' b'are' b'user' b'and' b'the' b'#progressive' b'minions,' b'not' b'freedom' b'loving'"
1476,b'user' b'grows' b'in' b'the' b'uk'
1477,b'user' b'you' b'might' b'be' b'a' b'libtard'
1478,b'the' b'latest' b'the' b'seattle' b'daily!' b'thanks' b'to'
1479,b'how' b'is' b'it' b'that' b'a' b'man' b'comes' b'in' b'last' b'in' b'a' b'race' b'but' b'he' b'is' b'declared' b'a'
1480,b'will' b'the' b'alt-right' b'promote' b'a' b'new' b'kind' b'of' b'genetics?' b'mt'
1481,b'user' b'user' b'ends' b'2016' b'with' b'a' b'hopeful' b'message' b'against' b'in' b'the' b'music' b'industry'
1482,b'many' b'#white' b'#americans' b'actually' b'believe' b'there' b'can' b'be' b'a' b'chance' b'for' b'#peace' b'w/' b'a' b'#sexualpredator' b'&amp;' b'#altright' b'at' b'the'
1483,"b'scapelliti:' b'woobietuesday:' b'when' b""you're"" b'blocked' b'by' b'a' b'troll' b'because' b'you' b'promise' b'to' b'#blacklivesmatter'"
1484,b'(advanced' b'value' b'chain' b'videos' b'at'
1485,"b'after' b'8' b'yrs' b'of' b'endless' b'lies,' b'contempt' b'from' b'a' b'left' b'activist,' b'u' b'realize' b'with' b'clarity' b'he' b'never' b'came' b'clean'"
