,tweet
3415,b'rt' b'trianglesoul:' b'i' b'wanna' b'eat' b'weed' b'brownies' b'but' b'then' b'i' b'ask' b'my' b'self' b'if' b'i' b'really' b'wanna' b'spend' b'countless' b'hours' b'watching' b'a' b'documentary' b'on' b'sea'
3416,"b'rt' b'tsgnews:' b'update:' b'collegian' b'dressed' b'as' b'yellow' b'teletubby' b'will' b'face' b'charges' b'for' b'break-in,' b'theft' b'of' b'chinese' b'food'"
3417,b'rt' b'tumblrfunniest:' b'when' b'i' b'throw' b'away' b'paperball' b'perfectly' b'into' b'the' b'trash'
3418,b'rt' b'tylerschuster88:' b'how' b'much' b'coke' b'did' b'charlie' b'sheen' b'do?..' b'enough' b'to' b'kill' b'two' b'and' b'a' b'half' b'men' b'i'
3419,"b'rt' b'usmnthistory:' b'on' b'this' b'#usmnt' b'day' b'2014,' b'the' b'yanks' b'advanced' b'out' b'of' b'the' b'#groupofdeath' b'despite' b'a' b'0-1' b'loss'"
3420,"b'rt' b'varepall:' b'charlie' b'rangel' b'on' b'gop:' b'they' b""'believe"" b'slavery' b""isn't"" b""over'"" b'is' b'a' b'flagrant' b'tax' b'evader' b'and'"
3421,b'rt' b'vexedmentals:' b'draya' b'really' b'out' b'catching' b'a' b'tan' b'while' b'her' b'son' b'looking' b'out' b'the' b'window' b'like' b'the' b'ikea' b'monkey' b'while' b'everybody' b'trick' b'or'
3422,b'rt' b'vinehumor:' b'flappy' b'bird' b'is' b'taking' b'over' b'my' b'life.' b'i' b'can' b'hear' b'the' b'bird' b'crashing' b'every' b'time' b'something' b'goes'
3423,b'rt' b'viper5816:' b'sen.' b'harry' b'reid' b'lists' b'all' b'the' b'things' b'republicans' b'have' b'blocked' b'in' b'the' b'senate' b'via' b'townhallcom' b'he' b'is'
3424,"b'rt' b'virleehol:' b'cbinflux' b'well' b'we' b'sure' b'as' b'heck' b'know' b'how' b'to' b'read.' b""i'm"" b'reading' b'the' b'trash' b'right' b'now' b'and' b'almost' b'everything' b""i've"" b'heard' b'on' b'the'"
3425,b'rt' b'walshnyc:' b'which' b'world' b'cup' b'teams' b'are' b'jihadis' b'rooting' b'for?' b'versharma'
3426,"b'rt' b'washingtonpost:' b""china's"" b'bird' b'flu' b'outbreak:' b'3' b'good' b'signs,' b'3' b'bad' b'signs' b'and' b'3' b'very' b'bad'"
3427,b'rt' b'wcvbkelleyt:' b'just' b'me' b'or' b'are' b'there' b'a' b'lot' b'of' b'tweets' b'from' b'media' b'tonight' b'about' b'election' b'night' b'food??!!' b'for' b'the' b'record:' b'cheese' b'&amp;' b'crackers'
3428,"b'rt' b'weakenednachos:' b'last' b'thought' b'before' b'bed:' b'in' b""'92"" b'we' b'had' b'a' b'""mock' b'election""' b'in' b'3rd' b'grade' b'and' b'i' b'voted' b'for' b'perot.' b'maybe' b'i' b'related' b'to' b'his'"
3429,"b'rt' b'whisperdispatch:' b'charlie' b'wearing' b'the' b""'don't"" b'tread' b'on' b""me'"" b'flag' b'pin?' b'every' b'dem' b'should' b'show' b'up' b'in' b'congress' b'in' b'2015' b'wearing' b'that'"
3430,"b'rt' b'whitbreezy:' b'once' b'i' b'get' b'a' b'cold' b'beer' b'in' b'my' b'hand' b'there' b""ain't"" b'no' b'mistakin' b'who' b'i' b'am,' b'i' b""can't"" b'hide' b'my' b'redneck'"
3431,"b'rt' b'wilw:' b'even' b'shorter' b'charlie' b'sheen:' b'""your' b'move,' b'mel'"
3432,"b'rt' b'wizkhalifa:' b'on' b'the' b'east' b'coast' b""there's"" b'colored' b'hair' b'everywhere.' b'this' b'must' b'be' b'the' b'sweetest' b'wave'"
3433,b'rt' b'wleerpcv:' b'my' b'chinese' b'social' b'media' b'feed' b'is' b'in' b'total' b'hysteria' b'over' b'the' b'onset' b'of' b'bird' b'flu' b'&amp;' b'recent' b'dead' b'pigs' b'in' b'the' b'river' b'in' b'#shang'
3434,"b'rt' b'wtfdawkins:' b""let's"" b'go'"
3435,b'rt' b'wvjoe911:' b'gov' b'rick' b'scott' b'refuses' b'to' b'debate' b'charlie' b'crist' b'because' b'of' b'a' b'small'
3436,b'rt' b'wwwobert_:' b'new' b'avi' b'thanks' b'to' b'b'
3437,b'rt' b'xenakix2243:' b'feeling' b'the' b'crisp' b'fall' b'wind' b'spinning' b'around' b'me' b'and' b'watching' b'the' b'colorful' b'leaves' b'fall' b'like' b'rainbow' b'colored' b'raindrops'
3438,b'rt' b'xoxo_geee:' b'chest' b'tattoos' b'on' b'females' b'are' b'trash'
3439,"b'rt' b'yankee7kid:' b""who's"" b'to' b'blame' b'for' b'the' b'yankees' b'underperformance' b'this' b'year?' b'the' b'umps?' b'management?' b'the' b'ebola' b'outbreak?...how' b""'bout"" b'the'"
3440,"b'rt' b'zachthorpe78:' b'""the' b'trash'"
3441,"b'rt' b'zachthorpe78:' b'where' b'are' b'all' b'the' b'thinkpieces' b'on' b'why' b'kids' b'call' b'themselves' b'""trash""' b'and' b'""garbage""' b'these'"
3442,b'rt' b'zippy1981:' b'voretaq7' b'from' b'a' b'tdd' b'pov' b'linux' b'is' b'just' b'a' b'mock' b'for' b'the' b'kernel' b'of' b'the' b'gnu/hurd'
3443,"b'rt' b'zoejoiner:' b'if' b""you're"" b'gonna' b'trash' b'talk' b'my' b'piercings' b""don't"" b'say' b'it' b'in' b'front' b'of' b'my' b'best' b'friends'"
3444,b'rt' b'what' b'got' b'me' b'into' b'baseball!' b':well' b'only' b'a' b'couple' b'more' b'days' b'till' b'all' b'these' b'legends' b'will' b'be'
3445,"b'rt:' b'thank' b'you,' b'captain.' b""it'll"" b'never' b'be' b'the' b'same.'"
3446,b'rams' b'too' b'gnarlsdarkley:' b'lakers' b'as' b'a' b'whole' b'is' b'trash' b'rt' b'80sbaby4life:' b'jordan' b'hill' b'is' b'trash.' b'play' b'davis' b'and' b'randle'
3447,b'ravioli' b'stuffed' b'wit' b'lobster' b'nd' b'a' b'nice' b'stuffed' b'clam' b'#eating'
3448,"b're:' b'alexander' b'skarsgard,' b'my' b'roommate' b'has' b'declared:' b'""he\'s' b'a' b'sexy' b'albino' b'lizard.' b'i' b'dont' b'know' b'how' b""that's"" b'sexy,' b'but' b'it' b'kinda'"
3449,b'reaaallly' b'wish' b'i' b'had' b'more' b'milk' b'for' b'oreos.'
3450,b'ready' b'to' b'go' b'get' b'my' b'fried'
3451,b'real' b'basketball' b'players' b'get' b'disappointed' b'when' b'they' b'throw' b'something' b'in' b'the' b'trash' b'can' b'and'
3452,b'real' b'talk' b'not' b'being' b'byes' b'or' b'nothin!' b'the' b'whole' b'nfc' b'south' b'glad' b'bag' b'trash' b'this' b'year' b'none' b'of' b'the' b'teams' b'have' b'a' b'chance' b'making' b'it' b'to' b'the'
3453,b'really' b'craving' b'my' b'arroz' b'con' b'pollo' b'y' b'habichuelas' b'right'
3454,b'really' b'tempted' b'to' b'let' b'out' b'the' b'redneck' b'side' b'of' b'my' b'drink' b'a' b'lot' b'of' b'beer' b'and' b'sing' b'some' b'country'
3455,b'reaper' b'drones' b'pinpoint' b'jihadi' b'john' b'via'
3456,"b'regular' b'joes' b'rockin' b'tha' b'boat' b""that's"" b'us' b'redneck' b'yacht'"
3457,"b'remember' b'that' b'fear' b'is' b'there' b'to' b'guide' b'you,' b'not' b'cripple'"
3458,"b'republicans' b""aren't"" b'the' b'only' b'racist' b'in' b'america.' b'we' b'have' b'racist' b'democrats' b'too.' b'but' b""don't"" b'play' b'the' b'token' b'negro'"
3459,b'rescue' b'elephant' b'calf' b'&#8216;nunai&#8217;' b'looking' b'fuzzy' b'at' b'the' b'international' b'fund' b'for' b'animal' b'welfare'
3460,b'rev.' b'charlie' b'rangel:' b'what' b'unions' b'stand' b'for' b'are' b'&#8220;spiritual' b'damn' b'things&#8221;&#8230;' b'like' b'inflatable'
3461,b'review:' b'the' b'yanks' b'are' b'coming!' b'a' b'military' b'history' b'of' b'the' b'united' b'states' b'in' b'world' b'war' b'i' b'via'
3462,"b'rewrite,' b'tinker' b'with' b""it's"" b'official' b'language' b'regarding' b'same-sex' b'relationships,' b'divorce,' b'remarriage,' b'etc.' b'but' b'nothing' b'is' b'set' b'in' b'stone' b'at'"
3463,"b'rose' b'colored' b'glasses' b'only,' b'you'"
3464,"b'roseanne' b'really' b'bums' b'me' b'out.' b'the' b'show,' b'and' b'the' b'woman.' b'on' b'that' b'note,' b""it's"" b'time' b'to' b'chug' b'some'"
3465,b'rotherdam' b'#rapejihad' b'coverup:' b'young' b'girls' b'sacrificed' b'on' b'altar' b'of' b'political' b'correctness' b'in' b'favor' b'pf' b'paki' b'pedo'
3466,b'ruby' b'is' b'not' b'ugly' b'#bunga'
3467,b'rudy' b'throws' b'fastballs' b'near' b'charlie&#8217;s' b'chin..(no' b'sweat)' b'crist' b'ducking' b'giuliani' b'campaign' b'politics' b'in' b'florida!'
3468,b'russel' b'martin' b'had' b'a' b'miserable' b'season' b'but' b'is' b'quietly' b'having' b'a' b'good'
3469,b's/o' b'to' b'my' b'mom' b'came' b'home' b'to' b'tacos' b'and' b'brownies'
3470,b'snl' b'mocks' b'entire' b'obama' b'tenure' b'in' b'ebola' b'skit' b'-' b'hot'
3471,b'somebody' b'please' b'bring' b'out' b'of' b'my' b'hotel' b'room' b'and' b'hire' b'me' b'for' b'something' b'real&gt;' b'i' b'work' b'hard' b'for' b'somebody' b'throwing' b'me' b'in' b'the'
3472,b'saltine' b'crackers' b'for' b'dinner' b'lol.' b'sad'
3473,b'sapete' b'che?' b'vi' b'odio.....' b'ho'
3474,"b'saw' b'5' b'pick' b'up' b'a' b'dime' b'off' b'the' b'floor' b'with' b'her' b'toes.' b'apparently' b'my' b'""monkey' b'toes""' b'gene' b'is' b'strong' b'with' b'that'"
3475,"b'saw' b'brownies' b'on' b'the' b'kitchen' b'counter,' b'bit' b'into' b'one' b'and' b'immediately' b'a' b'surge' b'of' b'pain' b'and' b'spice' b'hit' b'my' b'tongue.' b'chili' b'flakes.' b'eff' b'you,'"
3476,b'school' b'schoo' b'scho' b'sch' b'sc' b's' b'st' b'sta' b'stay' b'stay' b'h' b'stay' b'ho' b'stay' b'hom' b'stay'
3477,"b'scott' b'brooks' b'finds' b'new' b'ways' b'to' b'flip' b'me' b'the' b'bird' b'each' b'game.' b'i' b'know' b""it's"" b'the' b'right' b'move'"
3478,b'sebastian' b'is' b'high' b'on' b'cat' b'nip'
3479,"b'see' b'me' b'ride' b'out' b'of' b'that' b'sunset,' b'on' b'your,' b'colored' b'tv'"
3480,b'see' b'the' b'jumbotron?' b'that&#8217;s' b'where' b'the' b'jig'
3481,b'seeing' b'another' b'baseball' b'team' b'just' b'makes' b'me' b'wanna' b'book' b'my' b'yankees' b'trip' b'right'
3482,b'selling' b'ex' b'lax' b'brownies' b'in' b'front' b'of' b'meijer' b'to' b'pregnant'
3483,"b'sent' b'ideas' b'in' b'to' b'voem' b',' b'they' b'only' b'seem' b'to' b'wanna' b'hold' b'testing/drills' b'in' b'nice' b'weather,' b'we' b'need' b'to' b'run' b'mock' b'incidents' b'in' b'bad' b'weather,'"
3484,b'serious' b'question' b'here;' b'how' b'many' b'country' b'songs' b'mention' b'honkey'
3485,"b'seriously,' b'reading' b""'thriller'"" b'like' b'books' b'spook' b'me' b'more' b'than' b'most' b'horror'"
3486,"b'sewing' b'is' b'also' b'a' b'requirement' b'to' b'be' b'an' b'#isis' b'jihadi' b'girl' b'-' b'keep' b'the' b""men's"" b'clothes'"
3487,"b'shades' b'of' b'eric' b""chavez's"" b'past' b'gold'"
3488,"b'she' b'may' b'be' b'dumb' b'as' b'a' b'stump,' b'but' b'even' b'sarah' b'mocks'"
3489,"b'she' b'has' b'zebra' b'tights' b'in' b'her' b'take' b'home' b'bag,' b'me' b'and' b'my' b'mom' b'are' b'just'"
3490,b'she' b'sounded' b'like' b'a' b'bird'
3491,b'she' b'trash'
3492,b'she' b'unfollowed' b'me' b'after' b'i' b'said' b'i' b'cried' b'watching' b'dawn' b'of' b'the' b'apes'
3493,"b""she's"" b'definitely' b'a' b'kardashian' b'bird' b'rt'"
3494,"b""she's"" b'just' b'mad' b'cuz' b'her' b'big' b'toe' b'looks' b'like' b'an' b'angry' b'bird!'"
3495,b'sheehey' b'back' b'door' b'cuts' b'still' b'go' b'un'
3496,b'short' b'answer:' b'yes.' b'~' b'sage' b'grouse' b'rebellion:' b'will' b'obama' b'use' b'two' b'small' b'birds' b'to' b'limit' b'oil' b'drilling' b'in' b'the'
3497,b'should' b'#oscar' b'go' b'to' b'andyserkis' b'or' b'#computer' b'that' b'turned' b'him' b'into' b'an' b'ape?' b'no...the' b'#computerscience'
3498,b'should' b'i' b'be' b'worried' b'that' b'a' b'lady' b'behind' b'my' b'building' b'is' b'talking' b'to' b'a'
3499,b'should' b'i' b'take' b'a' b'nap' b'though' b'too' b'kill' b'a' b'mocking' b'bird' b'or'
3500,"b'shut' b'up' b'birds' b""it's"" b'bed'"
3501,b'shy' b'girls'
3502,b'shy' b'singer' b'surprises' b'and' b'melts' b'simons' b'heart:' b'this' b'was' b'so' b'damn' b'beautiful!' b'i' b'almost'
3503,b'shylock' b'&amp;' b'wongs:' b'3' b'incidents' b'of' b'democrat' b'bigotry' b'in' b'3' b'weeks' b'-' b'media' b'mum' b'via'
3504,b'sierra' b'almost' b'got' b'caught' b'with' b'the' b'ole' b'hick'
3505,"b'sighs' b'of' b'relief' b'from' b'beijing' b'guoan' b'fans' b'&amp;' b""#china's"" b'govt' b'as' b'club' b'nips' b'japanese' b'rival' b'2-1' b'in' b'tense'"
3506,"b'sinai' b'jihadi' b'group' b'beheads' b'3' b'accused' b'of' b'being' b""'spies"" b'of' b'the' b""jews'"" b'via'"
3507,"b'sitting' b'alone' b'watching' b'white' b'chicks,' b'no' b'pants,' b'fuzzy' b'blankets,' b'tea' b'||' b'turn'"
3508,"b'sitting' b'on' b'the' b'deck,' b'enjoying' b'a' b'#stoneipa,' b'watching/smelling' b'the' b'neighbors' b'burn'"
3509,b'sixten' b'just' b'shoved' b'like' b'8' b'oreos' b'down' b'his'
3510,b'skippy' b'and' b'the' b'kats.' b'#fezbandname'
3511,b'slack' b'jawed' b'yokel'
3512,b'smuggled' b'letter' b'by' b'gaza' b'tunnel' b'digger' b'details' b'suffering' b'under' b'hamas' b'rule' b'via'
3513,"b'so' b""i'm"" b'at' b'#tedgibson' b'and' b'ted' b'is' b'getting' b'his' b'hair' b'colored' b'right' b'beside' b'me.'"
3514,"b'so' b""i've"" b'been' b'pretty' b'paranoid' b'about' b'the' b'cooling' b'weather' b'bringing' b'about' b'an' b'abundance' b'of' b'birds' b'in' b'austin,' b'nyc' b'and'"
3515,b'so' b'politico' b'says' b'rney' b'will' b'win' b'and' b'then' b'goes' b'after' b'gallup' b'for' b'doing' b'the' b'same' b'thing.' b'lmao' b'at'
3516,b'so' b'am' b'i' b'the' b'only' b'cracker' b'up' b'playing' b'his' b'guitar' b'(thank' b'you' b'tampa_rick' b')' b'on' b'this' b'saturday'
3517,"b'so' b'i' b'bought' b'condoms' b'for' b'my' b'party' b'at' b'rite' b'aid' b'and' b'the' b'lady' b'gave' b'me' b'a' b'dirty' b'look,' b'just' b'now' b'i' b'came' b'back' b'and' b'bought' b'trash'"
3518,"b'so' b""let's"" b'see' b'what' b'you' b'look' b'like' b'in' b'the' b'am' b'without' b'the' b'10' b'filters' b'and' b'colored' b'contact' b'lenses,' b'your' b'followers' b'are' b'dying' b'to' b'know'"
3519,b'so' b'many' b'weird' b'people' b'in' b'the' b'ghetto' b'at' b'this'
3520,b'so' b'much' b'for' b'#ucla' b'being' b'the' b'team' b'to' b'beat' b'they' b'are'
3521,"b'so' b'much' b'more' b'going' b'on' b'but' b'hypocrisy' b""doesn't"" b'sit' b'well' b'with' b'me.' b'my' b'redneck' b'family' b'from' b'central' b'illinois' b'more' b'black' b'then'"
3522,"b'so' b'my' b'daughter' b'seen' b'charlie' b'villanueva...' b'questions' b'on' b'1,000'"
3523,"b'so' b'my' b'light' b'was' b'off' b'&amp;' b'door' b'was' b'closed' b',' b'mom' b'walks' b'in' b'turn' b'lights' b'on' b'.' b'tells' b'me' b'to' b'take' b'trash' b'out' b'in' b'the' b'morning' b'.' b'then' b'walked' b'out..' b'light'"
3524,b'so' b'now' b'been' b'trill' b'is' b'trash' b'cus' b'asap' b'said' b'so' b'&#128533;'
3525,"b'so' b'real' b""it's"" b'unreal'"
3526,"b'so' b'we' b'are' b'not' b'even' b'two' b'full' b'games' b'into' b'the' b'season,' b'and' b'the' b'fairweather' b'whining' b'is' b'already' b'in' b'full'"
3527,"b'so' b'you' b""don't"" b'want' b'to' b'see' b'the' b'true' b'life' b'story' b'of' b'american' b'heroes,' b'bizzy,' b'lazy,' b'krayzie' b'&amp;' b'wish...' b'you' b'wanna' b'watch' b'hillbillies' b'shoot'"
3528,"b'so,' b'i' b'can' b'get' b'into' b'something' b'closely' b'approximating' b'the' b'full' b'bird' b'of' b'paradise' b'yoga' b'pose.' b'time' b'to' b'make' b'my' b'ragdoll'"
3529,"b'so,' b'about' b'this' b'flappy' b'bird' b'game'"
3530,"b'some' b'douche' b'cubs' b'redneck' b'cubs' b'fan' b'freaked' b'out' b'asking' b'if' b'bites.....' b'no' b'you' b'bloody' b'berk!!!' b""he's"" b'like'"
3531,"b'some' b'jihadi' b'posted' b'a' b'bio' b'of' b'the' b'#isis' b'boss' b'mr' b'awad' b'with' b'excellent' b'sociological' b'info.' b""can't"" b'thank' b'him/her' b'enough' b'for' b'the'"
3532,b'some' b'are' b'oval' b'and' b'some' b'are' b'pink' b'some' b'are' b'blue' b'and' b'some' b'are' b'just'
3533,"b'some' b'black' b'people' b'live' b'in' b'an' b'entirely' b'different' b'world' b'where' b'everything' b'is' b'peaches' b'and' b'cream,' b'apparently.' b'take' b'off' b'the' b'rose' b'colored'"
3534,"b'someone' b'at' b'my' b'household' b'wants' b'to' b'die.' b'i' b'get' b'all' b'excited' b'to' b'enjoy' b'a' b'couple' b'of' b'oreos,' b'but' b'someone' b'left' b'only' b'one.' b'one' b""friggin'"" b'oreo.'"
3535,b'someone' b'come' b'take' b'these' b'brownies' b'away' b'from' b'me' b'before' b'i' b'eat' b'the' b'whole'
3536,b'someone' b'please' b'bring' b'me' b'goldfish'
3537,b'someone' b'probably' b'told' b'him' b'6' b'god' b'was'
3538,"b'someone' b'should' b'explain' b'to' b'blake' b'griffin' b'that' b'talking' b'trash' b'to' b'an' b'opposing' b'3rd' b'string' b'is' b'unbecoming,' b'even' b'amongst'"
3539,"b'someone' b'tell' b'rsherman_25' b'his' b'dreads' b'are' b'part' b'of' b'the' b'uniform.' b""i'd"" b'pull' b'your' b'hair' b'too.' b'why' b'are' b'you' b'trash' b'talking?' b'cut' b'your' b'doodoo'"
3540,b'someone' b'tell' b'the' b'royals' b'to' b'stay' b'home' b'there'
3541,"b""someone's"" b'mother' b'called' b'me' b'a' b'""handsome,' b'buff,' b'yellow' b'thang""' b'last' b'night...' b'my' b'ego' b'was' b'temporarily' b'elevated' b'and' b'binniemouse' b'was' b'dying'"
3542,"b'sometimes' b'i' b'wish' b'i' b'had' b'a' b'cute' b'pet' b'monkey,' b'but' b'then' b'i' b'remember' b'it' b'would' b'probably' b'defecate' b'everywhere,' b'beat' b'me' b'up,' b'and' b'destroy' b'my'"
3543,"b'sometimes,' b'even' b'i' b'gotta' b'tell' b'these' b'hoes' b'to' b'grow' b'up'"
3544,"b'sooo' b'my' b'first' b'aid/cpr' b'certification' b'came' b'in' b'handy' b'tonight.' b'glad' b'i' b""didn't"" b'lose' b'my' b'monkey'"
3545,"b'sore' b'loser' b'charlie' b'crist' b'won&#8217;t' b'give' b'concession' b'speech,' b'calls' b'for'"
3546,"b'sorry' b'sam,' b'i' b'went' b'to' b'elonuniversity' b'rt' b'wulfpacksam83:' b'is' b'wes' b'durham' b'woody' b'durham' b'son????' b'if' b'so,' b'why' b'is' b'that' b'tar' b'baby' b'doing' b'a' b'pack'"
3547,b'sorry' b'all' b'my' b'fellow'
3548,b'sources' b'say' b'that' b'charlie' b'crist' b'is' b'on' b'the' b'phone' b'with' b'rick' b'scott' b'as' b'i' b'type' b'this' b'to'
3549,b'space' b'brownies'
3550,"b'speaking' b'of' b'ford' b'and' b'garland,' b'i' b'need' b'to' b'get' b'my' b'sub' b'from' b'there.' b'and' b'a' b'job' b'application.' b'lol' b'killin' b'2' b'birds' b'with' b'one'"
3551,"b'special' b'thanks' b'to' b'tina,' b'charlie' b'and' b'staff' b'at' b'waverly' b'hills...' b'thanks' b'to' b'everyone' b'that' b'dedicated' b'time' b'to' b'make'"
3552,b'stafford' b'trash' b'without'
3553,b'stay' b'warm'
3554,b'stayin' b'up' b'late' b'to'
3555,b'step' b'up' b'and' b'take' b'your'
3556,"b'stephan' b'a' b'smith' b'saying' b'jay' b'cutlers' b""shouldn't"" b'be' b'a' b'mvp' b'candidate' b'is' b'just' b'straight' b'up'"
3557,"b'stop' b""smokin'"" b'bathsalt,' b'charlie'"
3558,"b'stop' b""rt'ing"" b'celtics' b'trash'"
3559,"b'study' b'by' b'center' b'for' b'biological' b'diversity' b'called' b'(taxpayer' b'funded)' b'ivanpah' b'a' b'&#8220;mega-trap&#8221;-will' b'kill' b'28,000' b'birds'"
3560,b'such' b'a' b'trash' b'episode' b'of' b'the' b'walking' b'dead'
3561,"b'suddenlink' b'is' b'trash.' b""y'all"" b'know' b'how' b'important' b'bubble' b'guppies' b'is' b'to' b'our'"
3562,"b""sunday's"" b'are' b'the' b'day' b'to' b'chug' b'through' b'while' b'everyone' b'else' b'around' b'you' b'is' b'obsessing' b'with' b'what' b'their' b'fave' b'football' b'team' b'does' b'and' b'fantasy'"
3563,b'supporters' b'of' b'officer' b'darren' b'wilson' b'rally' b'in' b'st'
3564,"b'surprise,' b'surprise!' b'tsa' b'trashes' b'brandon' b""darby's"" b'border' b'patrol'"
3565,b'surrender' b'of' b'divinity' b'-' b'conquerors' b'of' b'the' b'apocalypse:' b'via' b'youtube' b'&gt;oriental' b'black' b'metal'
3566,b'swap' b'meet'
3567,b'sweet' b'jesus' b'#morningjoe' b'are' b'you' b'going' b'to' b'split' b'screen' b'rep' b'james' b'clyburn' b'&amp;' b'charlie' b'daniels' b'at' b'the' b'same'
3568,"b'sweet' b'baby' b'birds,' b'you' b'crack' b'me' b'up.' b'~~' b'houston'"
3569,"b'sweet' b'yellow' b'bone' b'thang,' b'i' b'call' b'her' b'honey'"
3570,b'sweet!' b'just' b'found' b'that' b'box' b'of' b'twinkies' b'i' b'bought' b'last' b'year' b'for' b'$225.00!' b'i' b'bet' b'its' b'at' b'least' b'tripled' b'by' b'now!' b'such' b'a' b'no-brainer'
3571,"b'trust' b'me' b'#seattle&gt;' b'we' b'give' b'#thanksgiving' b""it's"" b'due&gt;' b'a' b'huge,' b'flightless' b'bird?' b'dream' b'come' b'true' b'for' b'european' b'bird'"
3572,"b'taco' b'bell' b'is' b'super' b'trash' b'when' b""you're"""
3573,b'taking' b'out' b'a' b'second' b'mortgage' b'and' b'betting' b'it' b'all' b'on' b'the' b'yankees' b'winning' b'the' b'world' b'cup.' b'they' b'win' b'a' b'lot;' b'seemed' b'like' b'a' b'no-brainer' b'to'
3574,b'taria' b'the' b'filterless' b'sis.dari' b'the' b'angelic' b'sis.im' b'the' b'big' b'bro' b'lol' b'and' b'jigg' b'lil'
3575,b'tattoos' b'are' b'about' b'expression' b'not' b'meaning.' b'one' b'mans' b'trash' b'is' b'another' b'mans' b'treasure'
3576,b'text' b'me' b'instead' b'of' b'playing' b'flappy'
3577,b'thank' b'you' b'charlie' b'#ff' b'charlie4927' b'stacydmomof5' b'pattism74' b'revkahjc' b'cantucimblonde'
3578,b'thank' b'you' b'charlie' b'charlie4927' b'stacydmomof5' b'cantucimblonde' b'revkahjc' b'pattism74'
3579,"b'thank' b'you' b'charlie,' b'happy' b'thursday' b'charlie4927' b'stacydmomof5' b'pattism74' b'kacado' b'cantucimblonde'"
3580,"b'thank' b'you,' b'hand' b'out' b'that' b'candy' b'charlie' b'charlie4927' b'stacydmomof5' b'revkahjc' b'cantucimblonde' b'kacado'"
3581,"b'thanks' b'delaney_jade' b'for' b'coming' b'with' b'me' b'last' b'night' b'because' b""it's"" b'ghetto' b'and' b'no' b'one' b'else' b'could' b'of' b'handled'"
3582,b'thanks' b'charlie' b'charlie4927' b'revkahjc' b'stacydmomof5' b'pattism74' b'cantucimblonde'
3583,b'thanks' b'charlie' b'charlie4927' b'stacydmomof5' b'revkahjc' b'pattism74' b'cantucimblonde'
3584,"b'thanks' b'charlie,' b'have' b'a' b'great' b'evening' b'charlie4927' b'stacydmomof5' b'revkahjc' b'cantucimblonde' b'kacado'"
3585,"b'thanks' b'to' b'jomousley80' b'cracker' b'tweets' b'today,' b'my' b'pilchards' b'on' b'krackerwheat' b'are' b'repeating' b'on' b'me' b'like' b'a' b'typical' b'night' b'on' b'the' b'#bbc'"
